id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
587,OO,6232,FAT,LAS,3,365,77,1
588,OO,6558,RNO,DEN,3,365,129,0
589,OO,6722,PSC,DEN,3,365,139,1
590,OO,6750,ORD,ATL,3,365,124,1
591,UA,112,ONT,DEN,3,365,139,0
592,UA,524,ORD,BOS,3,365,139,0
593,UA,600,ORD,DCA,3,365,111,0
594,UA,634,ORD,EWR,3,365,125,0
595,US,486,RNO,PHX,3,365,107,0
596,WN,1136,LAS,LAX,3,365,65,0
597,WN,1426,STL,DAL,3,365,110,1
598,WN,1461,DEN,LAS,3,365,120,1
599,WN,1481,BNA,DEN,3,365,185,1
600,WN,1687,STL,DEN,3,365,150,1
601,WN,1772,SFO,SAN,3,365,85,0
602,WN,1824,MHT,BWI,3,365,110,1
603,WN,1945,SEA,DEN,3,365,160,1
604,WN,2557,STL,MDW,3,365,65,0
605,WN,2885,LAS,DEN,3,365,115,0
606,WN,28,BOS,BWI,3,365,110,0
607,WN,317,MDW,DEN,3,365,170,1
608,WN,3842,LAS,PHX,3,365,70,0
609,WN,388,AUS,ELP,3,365,100,1
610,WN,410,CMH,MDW,3,365,70,1
611,WN,673,DAL,SAT,3,365,65,0
612,XE,2528,MHT,CLE,3,365,119,0
613,XE,2696,DAY,CLE,3,365,54,0
614,XE,2995,IAD,IAH,3,365,211,0
615,CO,689,DTW,IAH,3,366,185,0
616,OO,6369,TUS,SFO,3,367,133,1
617,OO,6374,PSP,SFO,3,367,88,0
618,YV,7305,CLT,IAD,3,367,79,0
619,9E,3683,SCE,DTW,3,370,90,0
620,AA,1032,ONT,DFW,3,370,180,0
621,AA,1354,LAS,MIA,3,370,265,0
622,AA,1723,BWI,MIA,3,370,160,0
623,AA,2410,LAX,DFW,3,370,185,0
624,AA,301,LGA,ORD,3,370,160,0
625,AA,398,ORD,LGA,3,370,120,0
626,AA,488,SEA,DFW,3,370,230,1
627,AA,532,DFW,RDU,3,370,145,0
628,AA,700,DFW,LGA,3,370,190,1
629,AA,817,BNA,DFW,3,370,130,0
630,AS,151,ANC,OTZ,3,370,95,0
631,AS,340,SEA,OAK,3,370,122,0
632,AS,561,LAX,PDX,3,370,147,0
633,DL,1453,LGA,MSP,3,370,184,0
634,DL,1597,PHL,MSP,3,370,180,0
635,DL,1661,DTW,ATL,3,370,136,0
636,DL,1815,LGA,CVG,3,370,129,0
637,DL,2782,MSY,MEM,3,370,83,1
638,DL,2865,BUF,ATL,3,370,154,0
639,DL,328,JAN,ATL,3,370,83,0
640,EV,5176,VPS,MEM,3,370,88,0
641,EV,5247,DCA,MEM,3,370,147,1
642,EV,5612,MEI,ATL,3,370,68,1
643,EV,7119,ROC,IAD,3,370,80,0
644,EV,7132,CAE,IAD,3,370,83,0
645,F9,453,LGA,MKE,3,370,135,0
646,F9,653,ATL,DEN,3,370,201,1
647,FL,411,PWM,BWI,3,370,102,0
648,FL,69,IAD,ATL,3,370,119,0
649,FL,989,PIT,ATL,3,370,120,0
650,MQ,2743,FAY,DFW,3,370,195,0
651,MQ,3612,BHM,MIA,3,370,115,0
652,MQ,3685,MEM,MIA,3,370,145,0
653,MQ,4076,FAR,ORD,3,370,130,0
654,MQ,4117,TRI,ORD,3,370,110,0
655,MQ,4152,AZO,ORD,3,370,60,0
656,MQ,4414,RDU,JFK,3,370,95,0
657,MQ,4419,RDU,DCA,3,370,65,1
658,OH,6340,EWR,MEM,3,370,187,1
659,OH,6360,MDT,DTW,3,370,107,0
660,OH,6397,SYR,JFK,3,370,90,0
661,OH,6405,GSO,ATL,3,370,93,0
662,OH,6686,STL,CVG,3,370,73,0
663,OH,6770,IND,DCA,3,370,100,0
664,OO,4531,FCA,SLC,3,370,97,0
665,OO,4681,EUG,SLC,3,370,113,0
666,OO,4682,SJC,SLC,3,370,112,0
667,OO,4713,RAP,SLC,3,370,104,1
668,OO,4729,MFR,SLC,3,370,112,0
669,OO,4756,MCI,SLC,3,370,162,1
670,OO,6364,SBA,LAX,3,370,48,0
671,OO,6465,SLC,LAX,3,370,120,0
672,OO,6674,FAT,DEN,3,370,134,0
673,OO,6716,CRW,ORD,3,370,97,0
674,OO,6826,MRY,SFO,3,370,35,0
675,OO,6850,ORD,MBS,3,370,60,1
676,UA,414,ORD,BDL,3,370,129,0
677,UA,732,SEA,ORD,3,370,242,0
678,UA,893,BOS,SFO,3,370,410,0
679,UA,966,LAX,IAD,3,370,292,0
680,US,1223,SYR,DCA,3,370,82,0
681,US,12,SMF,PHX,3,370,109,0
682,US,1703,PVD,DCA,3,370,87,0
683,US,506,BOS,PHX,3,370,364,0
684,US,590,OAK,PHX,3,370,112,0
685,US,641,DFW,PHX,3,370,157,1
686,WN,1105,LAS,MDW,3,370,215,0
687,WN,1762,OAK,DEN,3,370,155,0
688,WN,3060,LAX,PHX,3,370,75,0
689,WN,3684,SAT,DEN,3,370,145,0
690,WN,3762,MSP,STL,3,370,105,1
691,WN,379,OAK,SEA,3,370,125,1
692,WN,380,SFO,DEN,3,370,155,0
693,WN,682,AUS,DEN,3,370,140,0
694,WN,821,OAK,LAX,3,370,75,0
695,XE,2251,IND,EWR,3,370,114,0
696,XE,2323,ALB,CLE,3,370,102,0
697,XE,2445,BOS,CLE,3,370,125,0
698,XE,2585,STL,EWR,3,370,137,0
699,XE,2718,BWI,EWR,3,370,54,0
700,XE,5998,ROA,IAD,3,370,65,1
701,YV,2735,ELP,PHX,3,370,80,0
702,YV,2933,ABQ,PHX,3,370,76,0
703,OO,6759,LIT,ORD,3,371,115,0
704,UA,791,LAS,DEN,3,371,120,0
705,UA,894,DEN,LAX,3,371,159,0
706,OO,6320,LAX,SAN,3,372,48,0
707,UA,871,MCI,DEN,3,372,118,0
708,XE,5950,BUF,IAD,3,372,74,0
709,HA,107,KOA,HNL,3,373,42,0
710,UA,243,MSP,DEN,3,373,139,0
711,UA,796,RDU,IAD,3,373,69,0
712,UA,812,GEG,DEN,3,373,133,0
713,XE,3081,BTV,EWR,3,373,77,0
714,9E,3692,FSD,DTW,3,375,130,1
715,9E,3751,ROC,DTW,3,375,103,0
716,9E,3815,PNS,MEM,3,375,91,0
717,9E,3946,MSN,MEM,3,375,118,0
718,9E,3997,MLI,MEM,3,375,96,0
719,9E,4259,PLN,DTW,3,375,95,0
720,9E,4388,IAD,DTW,3,375,108,0
721,9E,4390,CID,DTW,3,375,106,0
722,AA,2258,SAT,DFW,3,375,65,0
723,B6,1249,BOS,IAD,3,375,100,1
724,CO,1576,SJC,IAH,3,375,228,0
725,CO,1649,FLL,IAH,3,375,164,0
726,CO,223,SEA,IAH,3,375,245,0
727,DL,1125,PHF,ATL,3,375,116,0
728,DL,1244,HOU,ATL,3,375,130,0
729,DL,1408,DEN,MSP,3,375,129,0
730,DL,1432,BWI,MEM,3,375,147,0
731,DL,1516,DEN,ATL,3,375,170,0
732,DL,1762,BNA,DTW,3,375,126,0
733,DL,1909,FNT,ATL,3,375,146,0
734,DL,1999,MCI,MEM,3,375,88,0
735,DL,2052,MSY,ATL,3,375,95,0
736,DL,2154,LAX,ATL,3,375,252,1
737,DL,2570,LAX,SLC,3,375,119,0
738,DL,2578,SAN,SLC,3,375,120,0
739,EV,4993,ATL,DTW,3,375,110,1
740,EV,5075,MDT,ATL,3,375,133,0
741,EV,5182,GNV,ATL,3,375,75,0
742,EV,5364,MGM,MEM,3,375,76,0
743,EV,5611,LEX,ATL,3,375,85,0
744,EV,7349,OKC,MEM,3,375,93,0
745,F9,103,MSP,DEN,3,375,131,0
746,F9,143,HOU,DEN,3,375,146,0
747,F9,192,DAY,DEN,3,375,189,0
748,F9,262,STL,DEN,3,375,144,0
749,F9,319,DCA,MKE,3,375,130,0
750,F9,38,SEA,DEN,3,375,154,0
751,F9,496,CAK,DEN,3,375,202,1
752,FL,582,GRR,BWI,3,375,95,0
753,FL,656,SAT,ATL,3,375,131,0
754,FL,96,RDU,ATL,3,375,85,0
755,MQ,2810,SHV,DFW,3,375,60,0
756,MQ,3314,FWA,DFW,3,375,165,0
757,MQ,3600,CHS,MIA,3,375,105,0
758,MQ,4199,EVV,ORD,3,375,85,0
759,MQ,4503,CMH,JFK,3,375,105,0
760,MQ,4576,LGA,CLT,3,375,120,0
761,MQ,4590,MSP,LGA,3,375,164,0
762,MQ,4599,LGA,MSP,3,375,175,0
763,OH,6566,RIC,JFK,3,375,85,0
764,OH,6594,BHM,LGA,3,375,150,1
765,OO,4478,ORD,SLC,3,375,205,1
766,OO,4553,LAX,LAS,3,375,70,0
767,OO,4654,HLN,SLC,3,375,69,0
768,OO,6463,SMF,LAX,3,375,95,0
769,OO,6992,DLH,ORD,3,375,90,0
770,UA,33,DFW,DEN,3,375,136,0
771,US,1125,BDL,CLT,3,375,140,0
772,US,1433,BOS,CLT,3,375,152,0
773,US,1517,BDL,DCA,3,375,81,1
774,US,1626,CLT,LGA,3,375,100,0
775,US,1812,PHL,BOS,3,375,74,0
776,WN,1056,STL,LAS,3,375,235,1
777,WN,107,MDW,PHL,3,375,125,0
778,WN,1155,ONT,PHX,3,375,70,0
779,WN,1199,OKC,HOU,3,375,85,1
780,WN,1320,LAS,SEA,3,375,165,0
781,WN,1400,DEN,MDW,3,375,145,0
782,WN,1628,DAL,HOU,3,375,60,1
783,WN,1636,HOU,DAL,3,375,60,0
784,WN,1657,ELP,SAT,3,375,80,0
785,WN,1915,BDL,BWI,3,375,80,1
786,WN,2377,PIT,MCO,3,375,150,1
787,WN,2706,ELP,AUS,3,375,85,0
788,WN,3756,LAX,SMF,3,375,80,0
789,WN,3915,AUS,HOU,3,375,50,1
790,WN,532,PHX,MDW,3,375,200,1
791,WN,568,BHM,PHX,3,375,240,1
792,WN,685,OMA,STL,3,375,70,0
793,WN,697,LBB,AUS,3,375,70,0
794,WN,6,CRP,HOU,3,375,50,0
795,WN,756,MDW,MCI,3,375,95,1
796,WN,840,DEN,PHX,3,375,120,0
797,WN,912,OAK,SNA,3,375,85,1
798,XE,2046,AEX,IAH,3,375,62,0
799,XE,2072,RIC,IAH,3,375,199,1
800,XE,2175,BNA,IAH,3,375,134,0
801,XE,2535,SDF,EWR,3,375,114,0
802,XE,2853,DAY,EWR,3,375,108,0
803,XE,2946,JAX,EWR,3,375,132,0
804,YV,2631,EWR,CLT,3,375,115,0
805,YV,2924,AUS,PHX,3,375,148,0
806,HA,113,HNL,LIH,3,376,35,0
807,UA,472,SMF,ORD,3,376,245,0
808,OO,6314,PSP,LAX,3,377,47,0
809,UA,185,PHL,SFO,3,377,389,0
810,UA,671,PHX,SFO,3,377,138,0
811,OO,6438,GJT,DEN,3,378,60,0
812,OO,6568,SAN,LAX,3,378,52,0
813,OO,7037,CPR,DEN,3,378,69,0
814,UA,16,SAN,ORD,3,378,244,1
815,UA,484,SAN,DEN,3,378,149,0
816,OH,6621,LEX,DTW,3,379,86,0
817,UA,988,DSM,DEN,3,379,127,0
818,9E,3684,PIT,JFK,3,380,106,0
819,9E,3779,FSM,MEM,3,380,67,0
820,9E,3934,TUL,MEM,3,380,83,0
821,9E,4052,DAL,MEM,3,380,88,0
822,9E,4138,BUF,DTW,3,380,85,0
823,AA,1096,SAN,ORD,3,380,250,0
824,AA,1185,RDU,DFW,3,380,200,1
825,AA,1280,SJC,DFW,3,380,215,0
826,AA,1433,BDL,MIA,3,380,205,0
827,AA,1434,DFW,MCO,3,380,145,0
828,AA,1466,DFW,BOS,3,380,200,1
829,AA,2065,MFE,DFW,3,380,95,0
830,AA,2515,STL,MIA,3,380,160,0
831,AA,496,ORD,DCA,3,380,99,0
832,AA,689,ORF,DFW,3,380,220,1
833,AA,971,ATL,MIA,3,380,110,0
834,AS,477,LAX,SEA,3,380,165,0
835,AS,537,ONT,SEA,3,380,166,0
836,AS,658,PDX,SJC,3,380,108,0
837,B6,1321,BOS,BWI,3,380,89,0
838,CO,605,OKC,IAH,3,380,80,0
839,DL,1212,LAX,MSP,3,380,220,1
840,DL,1449,IAD,ATL,3,380,129,0
841,DL,1756,SAT,MSP,3,380,168,0
842,DL,1872,TPA,ATL,3,380,90,0
843,DL,2346,PDX,ATL,3,380,279,0
844,DL,2414,FLL,JFK,3,380,169,0
845,DL,2513,MSP,ATL,3,380,167,1
846,EV,4991,MYR,ATL,3,380,81,0
847,EV,5428,LFT,MEM,3,380,83,0
848,EV,7095,GSO,IAD,3,380,67,0
849,F9,650,SFO,DEN,3,380,150,0
850,F9,765,AUS,DEN,3,380,133,1
851,FL,132,TPA,ATL,3,380,95,0
852,FL,300,DEN,ATL,3,380,167,0
853,FL,684,ICT,ATL,3,380,126,0
854,FL,806,BOS,BWI,3,380,93,0
855,MQ,2985,AGS,DFW,3,380,175,0
856,MQ,3081,SAN,LAX,3,380,45,0
857,MQ,3302,MLI,DFW,3,380,140,0
858,MQ,4004,CVG,ORD,3,380,80,1
859,MQ,4278,CMI,ORD,3,380,55,0
860,OO,4529,OMA,SLC,3,380,156,1
861,OO,4554,GTF,SLC,3,380,88,0
862,OO,4638,SAN,LAX,3,380,49,0
863,OO,4667,TUL,SLC,3,380,154,1
864,OO,6454,MSN,ORD,3,380,55,0
865,OO,6701,FAR,DEN,3,380,128,0
866,OO,6832,SBA,SFO,3,380,88,0
867,OO,6974,HDN,DEN,3,380,67,1
868,UA,143,TPA,ORD,3,380,170,0
869,UA,353,LAX,LAS,3,380,80,0
870,UA,381,BDL,ORD,3,380,161,0
871,UA,658,SJC,DEN,3,380,156,0
872,US,1434,MIA,CLT,3,380,126,0
873,US,542,SJC,PHX,3,380,113,0
874,WN,1329,ONT,SMF,3,380,90,0
875,WN,1472,DEN,LAX,3,380,155,0
876,WN,1566,ALB,BWI,3,380,95,1
877,WN,1591,PHL,BOS,3,380,80,0
878,WN,220,BHM,HOU,3,380,115,0
879,WN,2552,RNO,LAS,3,380,80,1
880,WN,496,PDX,DEN,3,380,145,1
881,WN,758,DAL,LIT,3,380,60,0
882,WN,831,PHL,MDW,3,380,135,1
883,WN,909,ECP,BWI,3,380,130,0
884,XE,2208,MCI,EWR,3,380,157,0
885,XE,2788,CVG,EWR,3,380,112,0
886,YV,2934,BFL,PHX,3,380,92,1
887,FL,1435,PHF,BOS,3,381,89,1
888,HA,105,OGG,HNL,3,381,33,0
889,UA,132,PDX,ORD,3,381,234,0
890,UA,73,SAN,SFO,3,382,103,0
891,DL,1241,GSP,ATL,3,383,63,1
892,HA,101,ITO,HNL,3,383,49,0
893,UA,91,EWR,SFO,3,383,393,0
894,XE,2164,PIT,EWR,3,383,83,0
895,DL,1260,GEG,SLC,3,384,110,1
896,OO,6727,MTJ,DEN,3,384,63,0
897,9E,3928,PIA,DTW,3,385,93,0
898,AA,1361,HSV,DFW,3,385,135,0
899,AA,1462,MCI,ORD,3,385,95,0
900,AA,2042,DFW,FLL,3,385,150,0
901,AA,404,MIA,MCO,3,385,60,0
902,AA,419,BOS,DFW,3,385,270,0
903,AA,509,DTW,DFW,3,385,185,0
904,AA,608,SAN,DFW,3,385,185,0
905,AA,810,SFO,ORD,3,385,255,0
906,AS,304,SEA,SFO,3,385,133,0
907,B6,110,MSY,JFK,3,385,163,0
908,CO,1087,MCO,IAH,3,385,150,0
909,CO,1437,TPA,IAH,3,385,142,1
910,CO,625,EWR,CLE,3,385,100,0
911,CO,651,AUS,EWR,3,385,205,0
912,CO,724,CLE,EWR,3,385,83,0
913,DL,1092,TPA,DTW,3,385,169,0
914,DL,1192,SMF,SLC,3,385,103,0
915,DL,1592,SAN,ATL,3,385,249,0
916,DL,2163,DCA,MSP,3,385,173,0
917,DL,2258,RDU,MSP,3,385,184,0
918,DL,2283,CAE,ATL,3,385,78,1
919,DL,2728,RNO,SLC,3,385,92,0
920,DL,2938,ATL,DCA,3,385,94,0
921,EV,7305,HSV,MEM,3,385,67,0
922,EV,7372,GPT,MEM,3,385,83,1
923,F9,71,DTW,DEN,3,385,189,0
924,F9,790,PDX,DEN,3,385,144,1
925,FL,431,MKE,ATL,3,385,129,0
926,FL,516,CMH,ATL,3,385,108,0
927,MQ,2782,LEX,DFW,3,385,160,1
928,MQ,2830,PNS,DFW,3,385,125,0
929,MQ,4375,DCA,RDU,3,385,65,0
930,MQ,4464,LGA,BOS,3,385,65,0
931,OH,6421,EWR,CVG,3,385,140,1
932,OO,4489,COS,SLC,3,385,95,0
933,OO,4551,RDM,SLC,3,385,101,1
934,OO,4624,FAT,SLC,3,385,104,1
935,OO,4645,BTM,SLC,3,385,73,1
936,OO,4714,CPR,SLC,3,385,73,0
937,OO,4840,BIL,SLC,3,385,80,0
938,OO,6401,EUG,SFO,3,385,96,0
939,OO,6547,IAH,ORD,3,385,151,0
940,US,1019,PVD,CLT,3,385,143,0
941,US,1656,BUF,CLT,3,385,116,0
942,US,220,SAN,PHX,3,385,84,0
943,US,375,JFK,CLT,3,385,120,0
944,WN,1019,SFO,LAX,3,385,75,0
945,WN,1093,BUF,BWI,3,385,90,0
946,WN,1633,LAS,TUS,3,385,75,0
947,WN,205,SAT,MDW,3,385,155,0
948,WN,2102,LAS,SJC,3,385,85,0
949,WN,219,SMF,LAS,3,385,80,0
950,WN,264,DEN,STL,3,385,120,0
951,WN,3073,PVD,BWI,3,385,90,1
952,WN,370,PDX,SJC,3,385,105,0
953,WN,550,PHX,SJC,3,385,125,0
954,WN,579,LAX,OAK,3,385,80,0
955,WN,609,ABQ,PHX,3,385,80,0
956,WN,703,DAL,TUL,3,385,60,0
957,WN,734,DEN,MCI,3,385,105,1
958,WN,792,DTW,BNA,3,385,105,1
959,WN,863,MSY,HOU,3,385,75,0
960,WN,8,HRL,HOU,3,385,60,0
961,XE,2094,DTW,EWR,3,385,97,0
962,XE,2169,EWR,CMH,3,385,114,0
963,XE,2377,DSM,IAH,3,385,150,0
964,XE,2419,CLT,CLE,3,385,92,0
965,XE,2563,EWR,STL,3,385,172,1
966,XE,2660,XNA,IAH,3,385,104,1
967,XE,2927,DCA,CLE,3,385,72,1
968,XE,5973,TVC,ORD,3,385,79,0
969,YV,2702,SBP,PHX,3,385,94,0
970,YV,2903,SBA,PHX,3,385,91,0
971,OO,6828,RNO,SFO,3,386,69,0
972,XE,3067,PVD,EWR,3,386,64,0
973,UA,491,OKC,DEN,3,387,113,0
974,9E,3931,MBS,MSP,3,388,102,0
975,FL,234,RIC,ATL,3,388,107,0
976,OO,6517,TUS,LAX,3,388,95,0
977,OO,6933,ORD,LAN,3,388,49,0
978,XE,2821,ORF,CLE,3,388,107,1
979,XE,2921,GRR,IAH,3,388,182,0
980,OO,6243,SAT,LAX,3,389,201,0
981,OO,6564,COS,DEN,3,389,49,0
982,XE,2183,EWR,IND,3,389,139,0
983,XE,2437,EWR,RDU,3,389,104,0
984,XE,2549,EWR,CVG,3,389,131,0
985,9E,3669,SGF,MEM,3,390,75,1
986,9E,3778,COU,MEM,3,390,82,0
987,9E,3890,DLH,DTW,3,390,112,0
988,9E,3970,BHM,MEM,3,390,68,0
989,9E,3974,TVC,DTW,3,390,82,0
990,9E,4001,ORD,MEM,3,390,115,1
991,9E,4014,IND,DTW,3,390,80,0
992,9E,4117,ROC,ATL,3,390,145,1
993,9E,4211,STL,MEM,3,390,75,0
994,9E,4251,RDU,CVG,3,390,100,0
995,AA,1083,IAD,DFW,3,390,210,0
996,AA,1182,LAX,AUS,3,390,175,0
997,AA,1637,MCO,ORD,3,390,185,0
998,AA,201,JFK,LAX,3,390,385,0
999,AA,2401,DFW,LAX,3,390,205,0
1000,AA,851,TUL,ORD,3,390,120,0
1001,AS,232,SEA,SAN,3,390,154,0
1002,AS,493,SAN,SEA,3,390,183,0
1003,AS,502,SEA,SNA,3,390,161,0
1004,B6,1012,JFK,BOS,3,390,65,0
1005,B6,1790,DCA,BOS,3,390,85,0
1006,B6,591,HPN,MCO,3,390,164,0
1007,B6,921,BOS,ORD,3,390,169,0
1008,CO,1116,EWR,BOS,3,390,72,0
1009,CO,1121,BOS,EWR,3,390,81,0
1010,CO,338,EWR,MIA,3,390,187,1
1011,CO,350,EWR,AUS,3,390,260,1
1012,CO,501,IND,IAH,3,390,147,0
1013,CO,561,SAT,EWR,3,390,212,0
1014,DL,1162,BNA,ATL,3,390,90,0
1015,DL,1209,BOS,SLC,3,390,342,1
1016,DL,1254,PNS,ATL,3,390,83,1
1017,DL,132,SFO,JFK,3,390,330,0
1018,DL,1370,LGA,BOS,3,390,69,0
1019,DL,1373,BOS,LGA,3,390,82,0
1020,DL,1418,MCO,ATL,3,390,94,0
1021,DL,1758,CHS,ATL,3,390,75,0
1022,DL,1871,BOI,SLC,3,390,70,1
1023,DL,1981,MSP,MEM,3,390,125,1
1024,DL,2061,PHL,ATL,3,390,140,1
1025,DL,246,LAX,JFK,3,390,320,0
1026,DL,2504,SAV,ATL,3,390,74,0
1027,DL,2613,TYS,ATL,3,390,64,0
1028,DL,2700,SJC,MSP,3,390,228,0
1029,DL,2724,BIS,MSP,3,390,79,1
1030,DL,2826,JAX,ATL,3,390,89,0
1031,DL,2853,HSV,ATL,3,390,80,0
1032,DL,2956,SAN,JFK,3,390,324,0
1033,DL,2960,MIA,ATL,3,390,127,0
1034,EV,5078,BTR,MEM,3,390,76,0
1035,EV,5272,MOB,MEM,3,390,76,0
1036,EV,5413,ATW,ATL,3,390,138,1
1037,EV,5590,XNA,MEM,3,390,66,0
1038,EV,5600,VPS,ATL,3,390,90,1
1039,EV,7311,MLU,MEM,3,390,70,1
1040,EV,7320,SHV,MEM,3,390,66,0
1041,EV,7360,JAN,MEM,3,390,64,0
1042,F9,416,LAX,DEN,3,390,140,0
1043,F9,510,SAN,DEN,3,390,143,0
1044,FL,100,DFW,ATL,3,390,125,0
1045,FL,1270,DAY,MCO,3,390,146,1
1046,FL,260,DCA,MKE,3,390,125,0
1047,FL,409,IND,ATL,3,390,104,1
1048,FL,715,CAK,LGA,3,390,98,1
1049,FL,805,BWI,BOS,3,390,82,0
1050,FL,923,MCI,ATL,3,390,125,0
1051,MQ,2738,GSP,DFW,3,390,175,0
1052,MQ,2935,MSN,DFW,3,390,160,0
1053,MQ,2943,DFW,CVG,3,390,130,0
1054,MQ,3007,SBA,LAX,3,390,45,1
1055,MQ,3203,DFW,AMA,3,390,75,0
1056,MQ,3307,DFW,CRP,3,390,80,0
1057,MQ,3322,GSO,DFW,3,390,200,0
1058,MQ,3393,DFW,MKE,3,390,140,0
1059,MQ,3534,LIT,DFW,3,390,80,0
1060,MQ,3614,CLE,MIA,3,390,185,0
1061,MQ,3665,PIT,MIA,3,390,180,1
1062,MQ,3923,FSD,ORD,3,390,105,0
1063,MQ,4069,BMI,ORD,3,390,50,1
1064,MQ,4174,BUF,ORD,3,390,120,0
1065,MQ,4187,DSM,ORD,3,390,85,1
1066,MQ,4436,BNA,DCA,3,390,105,0
1067,MQ,4652,ATL,LGA,3,390,120,0
1068,OH,6276,CRW,DTW,3,390,79,1
1069,OH,6417,DAY,MSP,3,390,144,0
1070,OH,6597,JFK,CVG,3,390,135,0
1071,OH,6658,CMH,DCA,3,390,81,0
1072,OO,4575,OKC,SLC,3,390,142,1
1073,OO,4629,PSC,SLC,3,390,90,0
1074,OO,4657,LEX,MSP,3,390,130,1
1075,OO,4671,MSO,SLC,3,390,82,0
1076,OO,4762,PSP,SLC,3,390,102,1
1077,OO,4826,FAR,SLC,3,390,145,1
1078,OO,4881,MKE,MEM,3,390,115,0
1079,OO,7011,SMX,LAX,3,390,57,0
1080,OO,7800,TWF,SLC,3,390,55,0
1081,UA,837,DFW,SFO,3,390,241,0
1082,UA,89,PVD,ORD,3,390,165,0
1083,US,1085,LAS,CLT,3,390,245,0
1084,US,1210,DFW,PHL,3,390,185,0
1085,US,1293,BOS,PHL,3,390,93,0
1086,US,1525,FLL,CLT,3,390,115,0
1087,US,1539,LGA,CLT,3,390,127,1
1088,US,1592,ATL,PHL,3,390,115,0
1089,US,1613,EWR,CLT,3,390,124,1
1090,US,1744,CLT,PHL,3,390,97,0
1091,US,1800,PBI,CLT,3,390,112,0
1092,US,183,ONT,PHX,3,390,75,0
1093,US,2020,DCA,BOS,3,390,79,0
1094,US,250,SAN,PHX,3,390,84,1
1095,US,522,EWR,PHX,3,390,345,0
1096,US,567,LAX,PHX,3,390,80,0
1097,US,57,LAS,PHX,3,390,74,0
1098,US,654,JFK,PHX,3,390,349,1
1099,US,680,PHX,CLT,3,390,225,1
1100,US,700,LAX,PHL,3,390,300,1
1101,US,829,DTW,CLT,3,390,103,0
1102,WN,1092,MDW,STL,3,390,65,0
1103,WN,1107,LIT,STL,3,390,70,1
1104,WN,1127,AUS,DAL,3,390,55,0
1105,WN,1254,TUS,DEN,3,390,115,1
1106,WN,1326,MHT,MDW,3,390,165,1
1107,WN,1585,MDW,CMH,3,390,70,1
1108,WN,1683,SAN,SJC,3,390,90,0
1109,WN,1751,HOU,STL,3,390,115,0
1110,WN,1868,OMA,MDW,3,390,85,1
1111,WN,201,DAL,HOU,3,390,60,0
1112,WN,2264,BNA,BWI,3,390,100,0
1113,WN,2442,DAL,AUS,3,390,55,0
1114,WN,2459,OKC,DEN,3,390,100,1
1115,WN,249,SJC,LAX,3,390,75,1
1116,WN,250,FLL,MCO,3,390,55,0
1117,WN,2990,SJC,SNA,3,390,75,0
1118,WN,2,HOU,DAL,3,390,55,1
1119,WN,324,GEG,DEN,3,390,135,1
1120,WN,3485,CLE,BNA,3,390,100,0
1121,WN,459,ONT,DEN,3,390,135,1
1122,WN,535,ISP,MDW,3,390,155,0
1123,WN,760,PVD,MDW,3,390,165,0
1124,WN,779,BWI,MCO,3,390,140,1
1125,WN,900,SAN,PHX,3,390,75,0
1126,WN,971,LAS,ONT,3,390,55,0
1127,XE,2149,DAL,IAH,3,390,58,0
1128,XE,2187,EWR,MSP,3,390,192,0
1129,XE,2281,PNS,IAH,3,390,100,0
1130,XE,2327,ICT,IAH,3,390,107,0
1131,XE,2392,HSV,IAH,3,390,119,0
1132,XE,2458,EWR,BNA,3,390,154,0
1133,XE,2684,MEM,IAH,3,390,104,0
1134,XE,2719,GRK,IAH,3,390,60,1
1135,XE,2959,MOB,IAH,3,390,94,0
1136,XE,3017,VPS,IAH,3,390,114,0
1137,XE,3030,CRP,IAH,3,390,59,1
1138,YV,2601,CLE,CLT,3,390,102,0
1139,YV,2816,FAT,PHX,3,390,96,0
1140,B6,1250,IAD,BOS,3,391,89,0
1141,UA,187,IAD,SFO,3,391,368,1
1142,UA,530,ORD,MSP,3,391,94,0
1143,UA,61,IAH,SFO,3,391,261,0
1144,UA,636,ORD,PIT,3,391,88,0
1145,OH,6457,ORF,CVG,3,392,121,0
1146,XE,5985,BNA,ORD,3,392,107,0
1147,OO,6301,RNO,LAX,3,393,86,0
1148,OO,6500,SJC,LAX,3,393,77,0
1149,OO,7767,GCC,RKS,3,393,77,0
1150,UA,268,OMA,DEN,3,393,107,1
1151,HA,104,LIH,HNL,3,394,30,0
1152,HA,114,HNL,OGG,3,394,36,0
1153,OO,6271,ORD,FWA,3,394,51,0
1154,9E,3808,BMI,DTW,3,395,87,0
1155,AA,1399,DEN,ORD,3,395,155,0
1156,AA,1810,AUS,DFW,3,395,65,0
1157,AA,1887,DFW,LAS,3,395,175,0
1158,AA,876,ORD,BOS,3,395,135,0
1159,CO,1179,EWR,ORD,3,395,149,1
1160,CO,1563,RSW,IAH,3,395,150,1
1161,DL,1413,CLT,MEM,3,395,119,0
1162,DL,1490,MSP,DTW,3,395,112,0
1163,DL,1542,SEA,JFK,3,395,320,0
1164,DL,2244,SAN,MSP,3,395,229,0
1165,DL,2673,LGA,MEM,3,395,185,0
1166,DL,2946,IAH,MSP,3,395,169,1
1167,EV,4988,ABE,ATL,3,395,145,0
1168,F9,304,GEG,DEN,3,395,130,0
